source_type,source,title,url,published_date,company,category,symbol,close,return_20d,return_60d,text,sentiment
news,Adaderana Biz,Why South Asia’s Gen Z is turning toward a safer digital platform,,,,,,,,,"Why South Asia’s Gen Z is turning toward a safer digital platform Early adoption across Sri Lanka, India, Nepal and Bangladesh suggests younger users are prioritising trust, dignity and control in the AI and deepfake era Sri Lanka is joining a wider shift in how young South Asians choose digital spaces. ZKTOR, Softa Technologies’ privacy-led Indian social platform, has crossed half millions+ beta users across India, Nepal,… (0) Comments | May 6, 2026 2:49 pm",0.0
news,Adaderana Biz,Janashakthi Life strengthens commitment to education through Shilpashakthi initiative,,,,,,,,,"Janashakthi Life strengthens commitment to education through Shilpashakthi initiative Janashakthi Life, a leading name in the insurance industry and a flagship brand of JXG (Janashakthi Group), conducted Shilpashakthi, an educational initiative supporting over 5,000 Grade 5 Scholarship students with academic guidance in collaboration with educator Bharatha Lankage. The programme also recognised five students through a raffle draw, awarding tablets and a special double-decker city… (0) Comments | May 6, 2026 11:32 am",0.8734273910522461
news,Adaderana Biz,Hilton Colombo Brings Seoulful Flavors to Graze Kitchen,,,,,,,,,"Hilton Colombo Brings Seoulful Flavors to Graze Kitchen Hilton Colombo presents ‘Seoulful Flavors at Graze,’ a 10-day culinary showcase at Graze Kitchen, celebrating the richness and diversity of South Korean cuisine. Conducted in collaboration with Conrad Seoul, this exclusive experience, taking place from 14 to 23 May 2026, will demonstrate authentic South Korean delicacies and enticing umami flavors in a culturally inspired dining… (0) Comments | May 6, 2026 11:30 am",0.0
news,Adaderana Biz,What’s on the Table: Cinnamon Life at City of Dreams Presents its May Dining Experiences,,,,,,,,,"What’s on the Table: Cinnamon Life at City of Dreams Presents its May Dining Experiences Cinnamon Life at City of Dreams continues to shape Colombo’s dining landscape this May with a curated selection of experiences across its signature venues. Blending seasonal moments with immersive culinary concepts, the month’s line-up offers guests a range of ways to dine, gather, and celebrate. At Bistro Des Marées, on level 23, the Mothers’ Day… (0) Comments | May 6, 2026 11:12 am",0.0
news,Adaderana Biz,IIHS and Akutagawa HRM launch structured pathway for Sri Lankan youth to build healthcare careers in Japan,,,,,,,,,"IIHS and Akutagawa HRM launch structured pathway for Sri Lankan youth to build healthcare careers in Japan At a time when global migration pathways are becoming increasingly complex and restrictive, the International Institute of Health Sciences (IIHS), in partnership with Akutagawa HRM Company, has introduced a structured and employment-driven programme aimed at enabling Sri Lankan youth to access career opportunities in Japan’s healthcare sector. The Japanese Care Professional Programme offers a clear… (0) Comments | May 6, 2026 11:03 am",0.6538822054862976
news,Adaderana Biz,360 Skin Clinic & 360 Aesthetics Achieves ISO 9001:2015 certification,,,,,,,,,"360 Skin Clinic & 360 Aesthetics Achieves ISO 9001:2015 certification 360 Skin Clinic & 360 Aesthetics has achieved a significant milestone in its journey of clinical excellence and service innovation after being awarded the prestigious ISO 9001:2015 / SLS ISO 9001:2015 certification, reinforcing its position as one of Sri Lanka’s leading providers of cosmetic, aesthetic and wellness care. Issued by the Sri Lanka Standards Institution… (0) Comments | May 6, 2026 10:56 am",0.9049049019813538
news,Adaderana Biz,NCINGA Wins a 2026 Google Cloud Partner of the Year Award,,,,,,,,,"NCINGA Wins a 2026 Google Cloud Partner of the Year Award Nevada, United States of America (USA), April, 2026: NCINGA has received the 2026 Google Cloud Partner of the Year Award for Social Impact: Community Empowerment and Resilience at the Google Cloud Next 2026 conference held in Las Vegas, USA. This global award from Google Cloud recognises a single partner with a sustained, genuine commitment to… (0) Comments | May 6, 2026 8:45 am",0.8522439002990723
news,Adaderana Biz,Republic of Korea and Sri Lanka Convene 2026 EDCF Policy Dialogue to Strengthen Development Cooperation and exchange of Debt Restructuring Amendments Agreements,,,,,,,,,"Republic of Korea and Sri Lanka Convene 2026 EDCF Policy Dialogue to Strengthen Development Cooperation and exchange of Debt Restructuring Amendments Agreements The Government of Sri Lanka (GoSL) and the Government of the Republic of Korea (ROK) successfully held the Economic Development Cooperation Fund (EDCF) Policy Dialogue 2026 on 28 April 2026 at the Randora Auditorium, Ministry of Finance, Planning and Economic Development. The Meeting was co-chaired by the Government of Sri Lanka and the Republic of… (0) Comments | May 6, 2026 12:32 pm",0.7981720566749573
news,Adaderana Biz,"Asia markets hit records on AI euphoria, Iran peace hopes",,,,,,,,,"Asia markets hit records on AI euphoria, Iran peace hopes Reuters – Stocks leapt, oil prices sank and the dollar dropped in the Asian morning on Wednesday after ​U.S. President Donald Trump touted “great progress” towards a “final agreement” with Tehran, while momentum in AI-driven trades accelerated. Trump said he ‌would briefly pause an operation escorting ships through the Strait of Hormuz, which carries about a fifth… (0) Comments | May 6, 2026 9:00 am",0.6305981874465942
news,Adaderana Biz,ComBank named ‘Best Bank in Sri Lanka’ by Global Finance for 24th year,,,,,,,,,"ComBank named ‘Best Bank in Sri Lanka’ by Global Finance for 24th year In recognition of its outstanding performance and continued leadership in the banking sector, the Commercial Bank of Ceylon has once again been adjudged the ‘Best Bank in Sri Lanka’ by the US-based Global Finance magazine, marking the 24th occasion the Bank has received this prestigious accolade. The accolade comes as part of Global Finance’s ‘World’s… (0) Comments | May 5, 2026 1:55 pm",0.854133129119873
news,Adaderana Biz,"Sri Lankan Ambassador in Cairo holds discussions with the Governor of the Suez Governorate on enhancing cooperation in trade, investment, and wider economic partnership",,,,,,,,,"Sri Lankan Ambassador in Cairo holds discussions with the Governor of the Suez Governorate on enhancing cooperation in trade, investment, and wider economic partnership Ambassador Sisira Senavirathne met with the Governor of the Suez Governorate, Major General Hani Rashad, together with Deputy Governor Dr. Mohamed Allam and senior officials, on 19 April 2026 in Suez, and discussed avenues to strengthen cooperation and develop partnerships in trade, investment, and broader economic engagement under the auspices of the Suez Governorate. Recalling the… (0) Comments | May 5, 2026 1:54 pm",0.8192880749702454
news,Adaderana Biz,Hambantota International Port Attracts Major Global Shipping Lines,,,,,,,,,"Hambantota International Port Attracts Major Global Shipping Lines Hambantota International Port Group (HIPG) last week hosted senior representatives from two of the world’s leading container shipping lines, signalling growing commercial interest in the port as global trade patterns adjust to instability in the Middle East. Officials from CMA CGM’s overseas office and local representatives of Evergreen Marine Corporation held discussions with HIPG management… (0) Comments | May 5, 2026 12:37 pm",0.7619008421897888
news,Adaderana Biz,Sri Lanka’s External Sector Remains Resilient with Q1 Current Account Surplus Amid Global Pressures,,,,,,,,,"Sri Lanka’s External Sector Remains Resilient with Q1 Current Account Surplus Amid Global Pressures Sri Lanka’s external current account recorded a marginal surplus in March 2026, bringing the total cumulative surplus for the first quarter of the year to USD 531 million. Despite this overall positive balance, the period was marked by significant volatility driven by the ongoing war in the Middle East, which has simultaneously driven up fuel… (0) Comments | May 1, 2026 2:05 pm",0.8749962449073792
news,Adaderana Biz,Sri Lanka’s Competitive Edge: Intellectual Property Rights and the Power of Geographical Indications,,,,,,,,,"Sri Lanka’s Competitive Edge: Intellectual Property Rights and the Power of Geographical Indications By Dilani Hirimuthugodage Geographical Indications (GI) can unlock higher export earnings by leveraging origin‑based values in tea, spices, and other agricultural products. GIs enhance global recognition, secure premium prices, and access niche markets through branding and value addition. Targeted GI reforms are essential to build a more resilient, value‑driven export economy. With Sri Lanka’s export… (0) Comments | April 30, 2026 4:10 pm",0.0
news,Daily FT Business,Maldives woos more Sri Lankans for its premium tuna products,https://www.ft.lk/business/Maldives-woos-more-Sri-Lankans-for-its-premium-tuna-products/34-791521,,,,,,,,"Maldives woos more Sri Lankans for its premium tuna products Wednesday, 6 May 2026 02:15",0.7750667333602905
news,Daily FT Business,Menzies Aviation awarded UL ground handling contract in Sydney,https://www.ft.lk/business/Menzies-Aviation-awarded-UL-ground-handling-contract-in-Sydney/34-791519,,,,,,,,"Menzies Aviation awarded UL ground handling contract in Sydney Wednesday, 6 May 2026 02:14",0.9322628378868104
news,Daily FT Business,"Sri Lanka sends largest delegation to SelectUSA, signalling push for US-linked investment",https://www.ft.lk/business/Sri-Lanka-sends-largest-delegation-to-SelectUSA-signalling-push-for-US-linked-investment/34-791520,,,,,,,,"Sri Lanka sends largest delegation to SelectUSA, signalling push for US-linked investment Wednesday, 6 May 2026 02:14",0.9115960597991944
news,Daily FT Business,FireCircle by G brings first ESG Communications Workshop to Colombo,https://www.ft.lk/business/FireCircle-by-G-brings-first-ESG-Communications-Workshop-to-Colombo/34-791518,,,,,,,,"FireCircle by G brings first ESG Communications Workshop to Colombo Wednesday, 6 May 2026 02:12",0.0
news,Daily FT Business,Stallion deploys Rs. 400 m to acquire and re-launch ACAP; targets $ 100 m inflows into CSE equities,https://www.ft.lk/business/Stallion-deploys-Rs-400-m-to-acquire-and-re-launch-ACAP-targets-100-m-inflows-into-CSE-equities/34-791517,,,,,,,,"Stallion deploys Rs. 400 m to acquire and re-launch ACAP; targets $ 100 m inflows into CSE equities Wednesday, 6 May 2026 02:10",0.8426257967948914
news,Daily FT Business,"ADB, Japan launch joint initiative to support businesses, strengthen energy security in Asia and Pacific",https://www.ft.lk/business/ADB-Japan-launch-joint-initiative-to-support-businesses-strengthen-energy-security-in-Asia-and-Pacific/34-791453,,,,,,,,"ADB, Japan launch joint initiative to support businesses, strengthen energy security in Asia and Pacific Tuesday, 5 May 2026 00:02",0.9305108189582824
news,Daily FT Business,BASL begins Online Certificate Course in Digital Law,https://www.ft.lk/business/BASL-begins-Online-Certificate-Course-in-Digital-Law/34-791452,,,,,,,,"BASL begins Online Certificate Course in Digital Law Tuesday, 5 May 2026 00:00",0.0
news,Daily FT Business,A NEW CORPORATE SUPERPOWER IS BORN,https://www.ft.lk/business/A-NEW-CORPORATE-SUPERPOWER-IS-BORN/34-791428,,,,,,,,"A NEW CORPORATE SUPERPOWER IS BORN Monday, 4 May 2026 09:01",0.0
news,Daily FT Business,ADB sharply downgrades Asia and Pacific growth outlook as Middle East conflict disruptions deepen,https://www.ft.lk/business/ADB-sharply-downgrades-Asia-and-Pacific-growth-outlook-as-Middle-East-conflict-disruptions-deepen/34-791423,,,,,,,,"ADB sharply downgrades Asia and Pacific growth outlook as Middle East conflict disruptions deepen Monday, 4 May 2026 07:21",-0.9662337899208068
news,Daily FT Business,Verité Research appoints Yanitra Kumaraguru as Head of Legal Research,https://www.ft.lk/business/Verité-Research-appoints-Yanitra-Kumaraguru-as-Head-of-Legal-Research/34-791422,,,,,,,,"Verité Research appoints Yanitra Kumaraguru as Head of Legal Research Monday, 4 May 2026 07:20",0.0
news,Daily FT Business,UAE-South Korea CEPA enters into force,https://www.ft.lk/business/UAE-South-Korea-CEPA-enters-into-force/34-791421,,,,,,,,"UAE-South Korea CEPA enters into force Monday, 4 May 2026 07:19",0.0
news,Daily FT Business,Sri Lanka–Nepal Business Council to drive bilateral trade and investment,https://www.ft.lk/business/Sri-LankaNepal-Business-Council-to-drive-bilateral-trade-and-investment/34-791420,,,,,,,,"Sri Lanka–Nepal Business Council to drive bilateral trade and investment Monday, 4 May 2026 07:16",0.6126152276992798
news,Daily FT Business,"Govt. widens VAT net: new Bill cuts threshold, taxes digital services, raises financial sector levy",https://www.ft.lk/business/Govt-widens-VAT-net-new-Bill-cuts-threshold-taxes-digital-services-raises-financial-sector-levy/34-791395,,,,,,,,"Govt. widens VAT net: new Bill cuts threshold, taxes digital services, raises financial sector levy Monday, 4 May 2026 05:50",0.0
news,Daily FT Business,Construction growth eases in March,https://www.ft.lk/business/Construction-growth-eases-in-March/34-791394,,,,,,,,"Construction growth eases in March Monday, 4 May 2026 05:49",0.9305980205535888
news,Daily FT Business,"CCPI spikes in April, exceeds CBSL primary target",https://www.ft.lk/business/CCPI-spikes-in-April-exceeds-CBSL-primary-target/34-791393,,,,,,,,"CCPI spikes in April, exceeds CBSL primary target Monday, 4 May 2026 05:47",0.8755629062652588
news,Daily FT Business,CoPF told Insolvency Bill can unlock Rs. 30 b distressed asset pipeline,https://www.ft.lk/business/CoPF-told-Insolvency-Bill-can-unlock-Rs-30-b-distressed-asset-pipeline/34-791392,,,,,,,,"CoPF told Insolvency Bill can unlock Rs. 30 b distressed asset pipeline Monday, 4 May 2026 05:44",0.0
news,Daily FT Business,NCE launches SLAB-endorsed Certificate of Ethical Trading,https://www.ft.lk/business/NCE-launches-SLAB-endorsed-Certificate-of-Ethical-Trading/34-791348,,,,,,,,"NCE launches SLAB-endorsed Certificate of Ethical Trading Friday, 1 May 2026 09:30",0.0
news,Daily FT Business,Aitken Spence Elevators and CINEC empower next generation of experts,https://www.ft.lk/business/Aitken-Spence-Elevators-and-CINEC-empower-next-generation-of-experts/34-791347,,,,,,,,"Aitken Spence Elevators and CINEC empower next generation of experts Friday, 1 May 2026 09:26",0.0
news,Daily FT Business,Pan Asia Bank equips customers with solutions to face energy crisis,https://www.ft.lk/business/Pan-Asia-Bank-equips-customers-with-solutions-to-face-energy-crisis/34-791346,,,,,,,,"Pan Asia Bank equips customers with solutions to face energy crisis Friday, 1 May 2026 09:20",0.0
news,Daily FT Business,"AHC Group and AACI strengthen Sri Lanka-Africa ties, driving investment, global collaborations",https://www.ft.lk/business/AHC-Group-and-AACI-strengthen-Sri-Lanka-Africa-ties-driving-investment-global-collaborations/34-791345,,,,,,,,"AHC Group and AACI strengthen Sri Lanka-Africa ties, driving investment, global collaborations Friday, 1 May 2026 09:18",0.9309112429618835
news,Daily FT Business,Access Motors unveils new Range Rover Boutique Residency in Colombo,https://www.ft.lk/business/Access-Motors-unveils-new-Range-Rover-Boutique-Residency-in-Colombo/34-791295,,,,,,,,"Access Motors unveils new Range Rover Boutique Residency in Colombo Thursday, 30 April 2026 00:08",0.0
news,Daily FT Business,Slack announces new capabilities,https://www.ft.lk/business/Slack-announces-new-capabilities/34-791294,,,,,,,,"Slack announces new capabilities Thursday, 30 April 2026 00:06",0.0
news,Daily FT Business,Singhagiri makes history with Sri Lanka’s first-ever Hisense 116” RGB MiniLED TV,https://www.ft.lk/business/Singhagiri-makes-history-with-Sri-Lanka-s-first-ever-Hisense-116-RGB-MiniLED-TV/34-791293,,,,,,,,"Singhagiri makes history with Sri Lanka’s first-ever Hisense 116” RGB MiniLED TV Thursday, 30 April 2026 00:05",0.6480394601821899
news,Daily FT Business,Singer invests Rs. 630 m to expand local manufacturing,https://www.ft.lk/business/Singer-invests-Rs-630-m-to-expand-local-manufacturing/34-791292,,,,,,,,"Singer invests Rs. 630 m to expand local manufacturing Thursday, 30 April 2026 00:04",0.8031849265098572
news,Daily FT Business,Abans Group marks inaugural Founder’s Day,https://www.ft.lk/business/Abans-Group-marks-inaugural-Founder-s-Day/34-791291,,,,,,,,"Abans Group marks inaugural Founder’s Day Thursday, 30 April 2026 00:03",0.0
news,Daily FT Business,"Cabinet clears rules expanding CBSL data powers, sanctions for non-compliance",https://www.ft.lk/business/Cabinet-clears-rules-expanding-CBSL-data-powers-sanctions-for-non-compliance/34-791290,,,,,,,,"Cabinet clears rules expanding CBSL data powers, sanctions for non-compliance Thursday, 30 April 2026 00:02",0.0
news,Daily FT Business,Expert says non-alignment must evolve as global order shifts; renewable energy key,https://www.ft.lk/business/Expert-says-non-alignment-must-evolve-as-global-order-shifts-renewable-energy-key/34-791289,,,,,,,,"Expert says non-alignment must evolve as global order shifts; renewable energy key Thursday, 30 April 2026 00:00",0.0
news,Daily FT Business,From Efficiency to Resilience: Why a Neutral Hub in South Asia is Crucial for the Region and the GCC - and Why Port City Colombo Fits That Role,https://www.ft.lk/business/From-Efficiency-to-Resilience-Why-a-Neutral-Hub-in-South-Asia-is-Crucial-for-the-Region-and-the-GCC-and-Why-Port-City-Colombo-Fits-That-Role/34-791361,,,,,,,,"From Efficiency to Resilience: Why a Neutral Hub in South Asia is Crucial for the Region and the GCC - and Why Port City Colombo Fits That Role Wednesday, 29 April 2026 00:18",0.0
news,Daily FT Business,"Govt. explores faster, digital overhaul of Aswesuma beneficiary identification",https://www.ft.lk/business/Govt-explores-faster-digital-overhaul-of-Aswesuma-beneficiary-identification/34-791248,,,,,,,,"Govt. explores faster, digital overhaul of Aswesuma beneficiary identification Wednesday, 29 April 2026 00:00",0.5805733799934387
news,Daily FT Business,Futamura and Biopap advance compostable food service solutions,https://www.ft.lk/business/Futamura-and-Biopap-advance-compostable-food-service-solutions/34-791251,,,,,,,,"Futamura and Biopap advance compostable food service solutions Wednesday, 29 April 2026 00:00",0.0
news,EconomyNext,"Sri Lanka Treasury bill yields flat, all bills sold",,,,,,,,,"Bonds & Forex Sri Lanka Treasury bill yields flat, all bills sold All offered 100 billion rupees bills sold. 1 min read",-0.8075562715530396
news,EconomyNext,Sri Lanka rupee closes weaker to dollar; bond yields steady,,,,,,,,,Bonds & Forex Sri Lanka rupee closes weaker to dollar; bond yields steady Rupee depreciated to 321.00/30 1 min read,-0.7661875486373901
news,EconomyNext,"Sri Lanka stocks close up, JKH and HNB lead gains",,,,,,,,,"Stocks & Companies Sri Lanka stocks close up, JKH and HNB lead gains Market turnover was 4.13 billion rupees. Food, Beverage & Tobacco led turnover with 676.5 million rupees. 1 min read",0.560174286365509
news,EconomyNext,"Sri Lanka calls for RFIs to launch Green Hydrogen, Ammonia projects",,,,,,,,,"Energy Sri Lanka calls for RFIs to launch Green Hydrogen, Ammonia projects RFI invites qualified local and international investors, developers, and operators to submit project concepts 2 min read",0.0
news,EconomyNext,ACAP Stock Brokers targets foreign investors after restructuring,,,,,,,,,Markets ACAP Stock Brokers targets foreign investors after restructuring Positioning itself as a gateway for foreign investors into the Sri Lankan capital market 2 min read,0.0
news,EconomyNext,"Sri Lanka stocks trend up, consumer services push turnover",,,,,,,,,"Stocks & Companies Sri Lanka stocks trend up, consumer services push turnover Market turnover was 2 billion rupees. 1 min read",0.9143112301826476
news,EconomyNext,Sri Lanka construction activity expands at slower rate in March 2026: PMI,,,,,,,,,"Construction and Real Estate Sri Lanka construction activity expands at slower rate in March 2026: PMI Respondents reported a challenging operating environment, mainly due to limited availability of fuel and raw materials,",0.0
news,EconomyNext,"Sri Lanka likely to face medicine shortages amid rupee fall, price control",,,,,,,,,"Economy Sri Lanka likely to face medicine shortages amid rupee fall, price control Govt to allow price hike, says Health Minister",-0.9525146484375
news,EconomyNext,Sri Lanka rupee closes weaker to dollar; bond yields edge up,,,,,,,,,"Bonds & Forex Sri Lanka rupee closes weaker to dollar; bond yields edge up 100,000 million rupees Treasury bills are to be issued through an auction on Wednesday.",-0.4962142407894134
news,EconomyNext,Sri Lanka Customs’ April revenue exceeds target over 30%,,,,,,,,,Economy Sri Lanka Customs’ April revenue exceeds target over 30% Total revenue collected jumped 49.8% in the first four months of this year compared to 2025 2 min read,0.7433840036392212
news,EconomyNext,Sri Lanka in land acquisition phase for Kelani Valley line: Minister,,,,,,,,,Transport Sri Lanka in land acquisition phase for Kelani Valley line: Minister In the stage of identifying and acquiring lands 1 min read,0.0
news,EconomyNext,"Sri Lanka moving to stabilize electricity grid with software, battery storage: Minister",,,,,,,,,"Energy Sri Lanka moving to stabilize electricity grid with software, battery storage: Minister Two committees appointed to investigate power failure of Feb 2025, made 12 recommendations to secure grid 2 min read",0.0
news,EconomyNext,Sri Lanka stocks close down amidst some selling pressure,,,,,,,,,Stocks & Companies Sri Lanka stocks close down amidst some selling pressure “Turnover was pushed by crossings in Digital Mobility Solutions and Commercial Bank.” 2 min read,-0.958910882472992
news,EconomyNext,"Sri Lanka awards Rs1.46bn vehicle tenders to United Motors, Toyota, and DIMO",,,,,,,,,"Autos Sri Lanka awards Rs1.46bn vehicle tenders to United Motors, Toyota, and DIMO For Wildlife Conservation, minister says 1 min read",0.9324685335159302
news,EconomyNext,Wimal S K Liyanagama appointed Sri Lanka Customs Director General,,,,,,,,,Government services Wimal S K Liyanagama appointed Sri Lanka Customs Director General S P Arukgoda retires today 1 min read,0.0
news,EconomyNext,"Sri Lanka stocks trend down, ASPI slips 101 points",,,,,,,,,"Stocks & Companies Sri Lanka stocks trend down, ASPI slips 101 points Market turnover was 1.5 billion rupees. 1 min read",-0.967230260372162
news,EconomyNext,"IMF omission of Sri Lanka GDP projections signals fragile recovery, economist says",,,,,,,,,"Economy IMF omission of Sri Lanka GDP projections signals fragile recovery, economist says Speaking at a recent Strategic Dialogue organized by The Regional Centre for Strategic Studies (RCSS) 3 min read",-0.5837482213973999
news,EconomyNext,"Melstacorp, Aitken Spence to buy out shareholders of Browns Beach Hotels",,,,,,,,,"Stocks & Companies Melstacorp, Aitken Spence to buy out shareholders of Browns Beach Hotels The acceptance period for the exit offer commenced at 9 am on May 5 and will end at 4.30 pm on June 5. 2 min read",0.0
news,EconomyNext,Merchant Bank of Sri Lanka and Finance to raise Rs999mn in rights issue,,,,,,,,,Stocks & Companies Merchant Bank of Sri Lanka and Finance to raise Rs999mn in rights issue The funds are to be used to increase the company's Tier I capital and facilitate future business growth. 1 min read,0.6723705530166626
news,EconomyNext,Sri Lanka rupee weaker to US dollar; bond yields steady,,,,,,,,,"Bonds & Forex Sri Lanka rupee weaker to US dollar; bond yields steady 100,000 million rupees Treasury bills are to be issued through an auction on Wednesday. 2 min read",-0.7126490473747253
news,EconomyNext,"Viet Nam President, Communist Party Secretary to visit Sri Lanka",,,,,,,,,"International Relations Viet Nam President, Communist Party Secretary to visit Sri Lanka Viet Nam's President and Communist Party General Secretary Tô Lâm will visit 1 min read",0.0
news,EconomyNext,Sri Lanka tourist arrivals down 24.8-pct in April as conflict continues,,,,,,,,,"Tourism Sri Lanka tourist arrivals down 24.8-pct in April as conflict continues Total arrivals dropped to 135,643 from 174,608 in the same time last year, official data showed. 1 min read",-0.9732488393783568
news,EconomyNext,Sri Lanka rupee closes at 319.60/320.00 to US dollar; bond yields edge up,,,,,,,,,Bonds & Forex Sri Lanka rupee closes at 319.60/320.00 to US dollar; bond yields edge up Bond yields edged up on the longer tenors. 1 min read,0.8904280662536621
news,EconomyNext,"Sri Lanka stocks close up, pushed by banking",,,,,,,,,"Stocks & Companies Sri Lanka stocks close up, pushed by banking Market turnover was 4.81 billion rupees. 2 min read",0.8691155910491943
news,EconomyNext,Rising rubber prices likely to benefit Sri Lanka's listed companies,,,,,,,,,Stocks & Companies Rising rubber prices likely to benefit Sri Lanka's listed companies Listed companies with rubber exports likely to benefit from rising rubber prices and rupee depreciation 1 min read,0.9323084950447084
news,EconomyNext,"Deepika Udagama, Esala Weerakoon join Sri Lanka think-tank RCSS",,,,,,,,,"People Deepika Udagama, Esala Weerakoon join Sri Lanka think-tank RCSS They replace M D D Pieris and Ranee Jayamaha who completed their terms. 2 min read",0.0
news,EconomyNext,"Sri Lanka, the Maldives discuss deepening ties, sign several agreements",,,,,,,,,"International Relations Sri Lanka, the Maldives discuss deepening ties, sign several agreements Exploring the potential establishment of a Bank of Maldives in Sri Lanka 2 min read",0.839015543460846
news,EconomyNext,EXPLAINER - Sri Lanka’s fuel price surge and looming cost of living crisis,,,,,,,,,Economy EXPLAINER - Sri Lanka’s fuel price surge and looming cost of living crisis Sri Lanka's high oil dependency threatens its recovery from 2022 crisis 4 min read,-0.9129366874694824
news,EconomyNext,Sri Lanka stocks trend up with banks leading turnover,,,,,,,,,Stocks & Companies Sri Lanka stocks trend up with banks leading turnover Market turnover was 1.3 billion rupees. 2 min read,0.9305898547172546
news,EconomyNext,Nations Trust Bank completes acquisition of HSBC Sri Lanka's retail business,,,,,,,,,"Banking Nations Trust Bank completes acquisition of HSBC Sri Lanka's retail business This brings about 200,000 retail customer accounts under NTB 2 min read",0.0
news,EconomyNext,"Sri Lanka rupee flat, bond yields steady",,,,,,,,,"Bonds & Forex Sri Lanka rupee flat, bond yields steady Bond yields were broadly steady across the yield curve. 1 min read",-0.7425965070724487
news,EconomyNext,Sri Lanka urged to include apartment buyers as creditors in bankruptcy law,,,,,,,,,"Construction and Real Estate Sri Lanka urged to include apartment buyers as creditors in bankruptcy law ""In the case of the current law, only banks are considered as creditors,"" 1 min read",0.0
